repo,source,description,category,language,stars,forks,descripcion_es,open_issues,license,topics,created_at,updated_at,pushed_at,discovered_at,source_url,github_url,score
qgis/QGIS,X curado:MappingGIS,"QGIS is a free, open source, cross platform (lin/win/mac) geographical information system (GIS)",Geospatial,C++,13852,3431,"Permite visualizar, gestionar o analizar datos geoespaciales.",5480,GPL-2.0,,2011-05-02T08:06:26Z,2026-06-01T17:34:59Z,2026-06-01T17:34:47Z,,https://github.com/qgis/QGIS,https://github.com/qgis/QGIS,24145
trinodb/trino,MAGI//ARCHIVE,"Official repository of Trino, the distributed SQL query engine for big data, formerly known as PrestoSQL (https://trino.io)",Data / ETL,Java,12883,3632,"Gestiona, indexa o consulta datos en bases de datos y motores de búsqueda.",2663,Apache-2.0,analytics; big-data; data-science; database; databases; datalake; delta-lake; distributed-database; distributed-systems; hadoop; hive; iceberg; java; jdbc; presto; prestodb; query-engine; sql; trino,2019-01-19T06:38:14Z,2026-06-01T17:57:10Z,2026-06-01T16:24:20Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/trinodb-trino.html,https://github.com/trinodb/trino,23779
EveryInc/compound-engineering-plugin,MAGI//ARCHIVE,"Official Compound Engineering plugin for Claude Code, Codex, Cursor, and more",Dev tools,TypeScript,19040,1426,"Agrega herramientas para programar, automatizar o mantener proyectos.",89,MIT,compound; engineering,2025-10-09T19:43:46Z,2026-06-01T18:19:20Z,2026-06-01T04:56:02Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/EveryInc-every-marketplace.html,https://github.com/EveryInc/compound-engineering-plugin,23318
Atlas-OS/Atlas,MAGI//ARCHIVE,"🚀 An open and lightweight modification to Windows, designed to optimize performance, privacy and usability.",Security,Batchfile,20748,737,Sirve para trabajar con herramienta de código abierto.,3,GPL-3.0,ame-wizard; atlas; atlasos; debloat; fps; gaming; latency; open-source; opensource; performance; privacy; security; tweaks; windows,2021-02-08T00:26:23Z,2026-06-01T16:14:30Z,2026-05-21T15:40:59Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/Atlas-OS-Atlas.html,https://github.com/Atlas-OS/Atlas,22959
xming521/WeClone,MAGI//ARCHIVE,"🚀 One-stop solution for creating your AI twin from chat history 💡 Fine-tune LLMs with your chat logs to capture your unique style, then bind to a chatbot to bring your digital self to life.  ",LLM / GenAI,Python,17976,1532,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",36,AGPL-3.0,chat-history; digital-avatar; llm; qwen; telegram,2024-01-31T05:11:12Z,2026-06-01T16:03:36Z,2026-05-31T09:10:54Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/xming521-WeClone.html,https://github.com/xming521/WeClone,22572
tursodatabase/turso,MAGI//ARCHIVE,"Turso is an in-process SQL database, compatible with SQLite.",Data / ETL,Rust,19031,992,"Gestiona, indexa o consulta datos en bases de datos y motores de búsqueda.",707,MIT,database; embedded-database; sql; sqlite3; webassembly,2023-08-26T09:21:36Z,2026-06-01T17:53:21Z,2026-06-01T15:37:44Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/tursodatabase-turso.html,https://github.com/tursodatabase/turso,22007
rshipp/awesome-malware-analysis,MAGI//ARCHIVE,Defund the Police.,Research,,13810,2667,"Apoya investigación, experimentación, evaluación o revisión de literatura.",25,NOASSERTION,analysis-framework; automated-analysis; awesome; awesome-list; chinese; chinese-translation; domain-analysis; drop-ice; dynamic-analysis; list; malware-analysis; malware-collection; malware-research; malware-samples; network-traffic; static-analysis; threat-intelligence; threat-sharing; threatintel,2015-05-09T03:39:28Z,2026-06-01T14:54:04Z,2024-06-07T05:09:47Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/rshipp-awesome-malware-analysis.html,https://github.com/rshipp/awesome-malware-analysis,21811
ai-shifu/ChatALL,MAGI//ARCHIVE," Concurrently chat with ChatGPT, Bing Chat, Bard, Alpaca, Vicuna, Claude, ChatGLM, MOSS, 讯飞星火, 文心一言 and more, discover the best answers",LLM / GenAI,JavaScript,16401,1725,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",268,Apache-2.0,bingchat; chatbot; chatgpt; desktop-app; electron; electron-app; generative-ai; gpt-4o; hacktoberfest; linux; macos; vuejs3; vuetify3; windows,2023-04-08T10:34:30Z,2026-06-01T14:51:23Z,2026-02-11T18:21:27Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/ai-shifu-ChatALL.html,https://github.com/ai-shifu/ChatALL,21576
Canner/WrenAI,MAGI//ARCHIVE,"Give AI agents the context to query business data correctly through the open context layer that gives AI agents grounded, governed memory, context, SQL across 20+ data sources, that helps you build agentic GenBI, text-to-sql, dashboards, and agentic analytics.",AI agents,Python,15394,1742,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",326,NOASSERTION,agent; anthropic; bigquery; charts; context-engineering; duckdb; genbi; llm; openai; postgresql; rag; sql; sqlai; text-to-chart; text-to-sql; text2sql; vertex,2024-03-13T06:18:20Z,2026-06-01T14:57:37Z,2026-06-01T02:17:31Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/Canner-WrenAI.html,https://github.com/Canner/WrenAI,20620
datawhalechina/easy-vibe,GitHub topic:coding,💻 vibe coding 2026 | Your first modern Coding course for beginners to master step by step.,Qualitative analysis,JavaScript,15522,1477,"Sirve para organizar, codificar o analizar materiales cualitativos.",13,,agent; ai; coding; course; deepseek; gemini; genai; gpt; llm; low-code; mcp; nextjs; no-code; openai; programming; tutorial; vibe-coding; vibecoding; vscode; workflow,2025-12-28T16:45:28Z,2026-06-01T17:55:26Z,2026-06-01T16:07:40Z,,https://github.com/topics/coding,https://github.com/datawhalechina/easy-vibe,19953
jpmorganchase/python-training,MAGI//ARCHIVE,Python training for business analysts and traders,Data / ETL,Jupyter Notebook,13360,2167,Sirve para trabajar con datos.,0,Apache-2.0,banking; binder; binder-ready; cib; data-science; finance; jpmorgan; jupyter; jupyterlab; python,2019-07-25T13:01:12Z,2026-06-01T18:04:53Z,2024-07-17T14:30:53Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/jpmorganchase-python-training.html,https://github.com/jpmorganchase/python-training,19861
memvid/memvid,MAGI//ARCHIVE,"Memory layer for AI Agents. Replace complex RAG pipelines with a serverless, single-file memory layer. Give your agents instant retrieval and long-term memory.",AI agents,Rust,15602,1347,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",20,Apache-2.0,ai; context; embedded; faiss; knowledge-base; knowledge-graph; llm; machine-learning; memory; memvid; mv2; nlp; offline-first; opencv; python; rag; retrieval-augmented-generation; semantic-search; vector-database; video-processing,2025-05-27T16:01:08Z,2026-06-01T14:55:35Z,2026-05-27T19:31:24Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/memvid-memvid.html,https://github.com/memvid/memvid,19643
getmaxun/maxun,GitHub topic:scraper,"🔥 The open-source no-code platform for web scraping, crawling, search and AI data extraction • Turn websites into structured APIs in minutes 🔥 ",AI agents,TypeScript,15707,1302,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,106,AGPL-3.0,agents; api; automation; browser-automation; crawler; crawling; data-extraction; no-code; nocode; playwright; robotic-process-automation; rpa; scraper; self-hosted; web-scraper; web-scraping; web-search; webscraping,2023-10-23T21:40:19Z,2026-06-01T17:54:52Z,2026-06-01T18:19:58Z,,https://github.com/topics/scraper,https://github.com/getmaxun/maxun,19613
hicccc77/WeFlow,GitHub topic:data-visualization,WeFlow - 一个本地的微信聊天记录导出和年度报告应用,Data / ETL,TypeScript,11106,2638,Crea visualizaciones para explorar datos y comunicar resultados.,67,NOASSERTION,annual-report; data-analysis; data-visualization; message; wechat,2026-01-07T13:40:57Z,2026-06-01T18:08:34Z,2026-06-01T17:57:34Z,,https://github.com/topics/data-visualization,https://github.com/hicccc77/WeFlow,19020
quickemu-project/quickemu,MAGI//ARCHIVE,"Quickly create and run optimised Windows, macOS and Linux virtual machines",Other,Shell,15170,673,"Repositorio para revisar: quickly create and run optimised windows, macos and linux virtual machines.",46,MIT,9p; efi; hackintosh; hacktoberfest; kvm; linux; macos; qemu; spice; tpm; virgl; virglrenderer; virtio; virtualization; windows,2020-03-15T23:11:47Z,2026-06-01T16:14:24Z,2026-05-28T14:45:55Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/quickemu-project-quickemu.html,https://github.com/quickemu-project/quickemu,17189
automatisch/automatisch,MAGI//ARCHIVE,The open source Zapier alternative. Build workflow automation without spending time and money.,Dev tools,JavaScript,13842,1060,Sirve para trabajar con herramienta de código abierto.,280,NOASSERTION,automation; automatisch; low-code; no-code; open-source; self-hosted; workflow,2021-09-30T20:28:16Z,2026-06-01T18:17:03Z,2026-02-11T19:53:04Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/automatisch-automatisch.html,https://github.com/automatisch/automatisch,17022
bytebase/bytebase,MAGI//ARCHIVE,"World's most advanced database DevSecOps solution for Developer, Security, DBA and Platform Engineering teams. The GitHub/GitLab for database DevSecOps.",Data / ETL,Go,14089,942,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,152,NOASSERTION,cicd; data-masking; data-security; database-access; dbeaver; devsecops; flyway; gitops; liquibase; mongodb; mysql; oracle; pam; postgresql; schema-migrations; security; snowflake; sql-client; sqlserver; tidb,2021-01-27T04:33:50Z,2026-06-01T17:04:21Z,2026-06-01T12:13:38Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/bytebase-bytebase.html,https://github.com/bytebase/bytebase,16915
microsoft/TRELLIS,X curado:DeepTechTR,"Official repo for paper ""Structured 3D Latents for Scalable and Versatile 3D Generation"" (CVPR'25 Spotlight).",Research,Python,12792,1236,"Genera, procesa o visualiza recursos 3D.",252,MIT,3d; 3d-aigc; 3d-generation; image-to-3d; text-to-3d,2024-12-02T05:44:19Z,2026-06-01T18:00:27Z,2025-11-05T13:18:15Z,,https://github.com/microsoft/TRELLIS,https://github.com/microsoft/TRELLIS,16500
DustinBrett/daedalOS,MAGI//ARCHIVE,Desktop environment in the browser,Other,JavaScript,12854,1166,Repositorio para revisar: desktop environment in the browser.,43,MIT,desktop-environment; javascript; os; web-desktop,2020-08-09T06:23:28Z,2026-06-01T11:30:21Z,2026-05-31T06:26:10Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/DustinBrett-daedalOS.html,https://github.com/DustinBrett/daedalOS,16352
yairm210/Unciv,MAGI//ARCHIVE,Open-source Android/Desktop remake of Civ V,Other,Kotlin,10458,1826,Sirve para trabajar con herramienta de código abierto.,121,MPL-2.0,4x; 4x-strategy-game; android; civ; civilization; civilization-v; game; itch; libgdx; strategy-game,2017-11-21T21:58:12Z,2026-06-01T16:23:08Z,2026-05-31T19:58:17Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/yairm210-Unciv.html,https://github.com/yairm210/Unciv,15936
OpenHub-Store/GitHub-Store,MAGI//ARCHIVE,"🩵 A free, open-source app store for GitHub releases — browse, discover, and install apps with one click. Powered by Kotlin and Compose Multiplatform for Android & Desktop (Linux, MacOS, Windows).",Dev tools,Kotlin,14265,513,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,39,Apache-2.0,android; desktop; github-app; github-store; kotlin; kotlin-android; kotlin-desktop; kotlin-multiplatform; linux; macos; macos-app; online-store; open-source; open-source-project; windows,2025-11-21T13:03:23Z,2026-06-01T18:15:24Z,2026-06-01T05:11:34Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/rainxchzed-Github-Store.html,https://github.com/OpenHub-Store/GitHub-Store,15804
puckeditor/puck,MAGI//ARCHIVE,The visual editor for React.,LLM / GenAI,TypeScript,12753,919,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",201,MIT,ai; builder; drag-and-drop; draganddrop; no-code; nocode; page-builder; pagebuilder; react; visual-editor,2023-06-02T12:23:41Z,2026-06-01T10:58:05Z,2026-06-01T10:06:53Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/puckeditor-puck.html,https://github.com/puckeditor/puck,15510
nesquena/hermes-webui,GitHub topic:ai-agents,Hermes WebUI: The best way to use Hermes Agent from the web or from your phone!,AI agents,Python,10937,1439,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,234,MIT,agent; ai-agents; hermes; hermes-agent; nous-research,2026-03-30T21:50:12Z,2026-06-01T18:21:18Z,2026-06-01T18:21:15Z,,https://github.com/topics/ai-agents,https://github.com/nesquena/hermes-webui,15254
elie222/inbox-zero,MAGI//ARCHIVE,The world's best AI personal assistant for email. Open source app to help you reach inbox zero fast.,Data / ETL,TypeScript,11070,1362,"Gestiona, indexa o consulta datos en bases de datos y motores de búsqueda.",151,NOASSERTION,ai; email; gmail; loops; nextjs; openai; postgresql; posthog; prisma; productivity; resend; shadcn-ui; tailwind; tinybird; turborepo; typescript; upstash,2023-07-12T15:34:57Z,2026-06-01T18:16:11Z,2026-06-01T18:15:14Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/elie222-inbox-zero.html,https://github.com/elie222/inbox-zero,15156
Nutlope/roomGPT,MAGI//ARCHIVE,Upload a photo of your room to generate your dream room with AI.,LLM / GenAI,TypeScript,10651,1491,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",35,MIT,,2023-02-21T19:54:43Z,2026-06-01T16:33:07Z,2024-04-20T12:17:17Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/Nutlope-roomGPT.html,https://github.com/Nutlope/roomGPT,15124
owncast/owncast,MAGI//ARCHIVE,Take control over your live stream video by running it yourself.  Streaming + chat out of the box.,Other,Go,11294,1198,Repositorio para revisar: take control over your live stream video by running it yourself. streaming + chat out of the box.,186,MIT,activitypub; broadcasting; chat; decentralized; federation; fediverse; golang; hacktoberfest; hls; live; livestream; owncast; rtmp; self-hosted; streaming-video; video,2020-05-24T00:58:13Z,2026-06-01T15:12:49Z,2026-06-01T00:46:12Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/owncast-owncast.html,https://github.com/owncast/owncast,14888
getomni-ai/zerox,MAGI//ARCHIVE,OCR & Document Extraction using vision models,Other,TypeScript,12236,846,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,88,MIT,ocr; pdf,2024-07-21T21:25:49Z,2026-06-01T16:40:33Z,2025-05-20T00:39:18Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/getomni-ai-zerox.html,https://github.com/getomni-ai/zerox,14774
tadata-org/fastapi_mcp,MAGI//ARCHIVE,"Expose your FastAPI endpoints as Model Context Protocol (MCP) tools, with Auth!",AI agents,Python,11885,943,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",155,MIT,ai; authentication; authorization; claude; cursor; fastapi; llm; mcp; mcp-server; mcp-servers; modelcontextprotocol; openapi; windsurf,2025-03-08T11:15:43Z,2026-06-01T16:38:49Z,2025-11-24T14:51:54Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/tadata-org-fastapi_mcp.html,https://github.com/tadata-org/fastapi_mcp,14714
OSGeo/gdal,GitHub topic:remote-sensing,GDAL is an open source MIT licensed translator library for raster and vector geospatial data formats.,Geospatial,C++,5932,2898,"Permite visualizar, gestionar o analizar datos geoespaciales.",549,NOASSERTION,geospatial-data; raster; remote-sensing; vector,2012-10-09T21:39:58Z,2026-06-01T15:26:19Z,2026-06-01T14:56:08Z,,https://github.com/topics/remote-sensing,https://github.com/OSGeo/gdal,14626
Mail-0/Zero,MAGI//ARCHIVE,Experience email the way you want with Mail0 – the first open source email app that puts your privacy and safety first. Join the discord: https://mail0.link/discord,Security,TypeScript,10587,1301,Sirve para trabajar con herramienta de código abierto.,15,MIT,ai; email; privacy; security,2025-02-02T22:25:26Z,2026-06-01T15:37:57Z,2026-05-26T20:27:28Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/Mail-0-Zero.html,https://github.com/Mail-0/Zero,14490
PlayCover/PlayCover,MAGI//ARCHIVE,Community fork of PlayCover,Other,Swift,11346,925,Repositorio para revisar: community fork of playcover.,542,GPL-3.0,,2022-07-08T16:38:11Z,2026-06-01T16:41:33Z,2026-04-17T01:34:50Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/PlayCover-PlayCover.html,https://github.com/PlayCover/PlayCover,14121
