repo,source,description,category,language,stars,forks,descripcion_es,open_issues,license,topics,created_at,updated_at,pushed_at,discovered_at,source_url,github_url,score
browserbase/stagehand,MAGI//ARCHIVE,The SDK For Browser Agents,AI agents,TypeScript,23279,1599,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",244,MIT,agents; ai; llms; playwright; puppeteer; selenium,2024-03-24T19:19:44Z,2026-06-29T15:29:58Z,2026-06-29T01:10:08Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/browserbase-stagehand.html,https://github.com/browserbase/stagehand,28076
EveryInc/compound-engineering-plugin,MAGI//ARCHIVE,"Official Compound Engineering plugin for Claude Code, Codex, Cursor, and more",Dev tools,TypeScript,22231,1642,"Agrega herramientas para programar, automatizar o mantener proyectos.",88,MIT,compound; engineering,2025-10-09T19:43:46Z,2026-06-29T15:50:01Z,2026-06-29T15:50:26Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/EveryInc-every-marketplace.html,https://github.com/EveryInc/compound-engineering-plugin,27157
creativetimofficial/ui,MAGI//ARCHIVE,"Open-source components, blocks, and AI agents designed to speed up your workflow. Import them seamlessly into your favorite tools through Registry and MCPs.",AI agents,TypeScript,11938,4837,"Permite visualizar, gestionar o analizar datos geoespaciales.",19,MIT,admin; blocks; creative-tim; creative-tim-blocks; creative-tim-ui; eleven-labs; shadcn; shadcn-ui; ui-blocks; vercel-deployment,2016-09-19T15:36:24Z,2026-06-27T07:44:51Z,2026-03-14T20:41:18Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/creativetimofficial-material-dashboard.html,https://github.com/creativetimofficial/ui,26449
tursodatabase/turso,MAGI//ARCHIVE,"Turso is an in-process SQL database, compatible with SQLite.",Data / ETL,Rust,22444,1128,"Gestiona, indexa o consulta datos en bases de datos y motores de búsqueda.",756,MIT,database; embedded-database; sql; sqlite3; webassembly,2023-08-26T09:21:36Z,2026-06-29T15:59:33Z,2026-06-29T16:13:52Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/tursodatabase-turso.html,https://github.com/tursodatabase/turso,25828
livekit/livekit,MAGI//ARCHIVE,End-to-end realtime stack for connecting humans and AI,Dev tools,Go,19485,2106,"Agrega herramientas para programar, automatizar o mantener proyectos.",182,Apache-2.0,golang; media-server; sfu; video; voice; voice-ai; webrtc,2020-09-30T06:49:46Z,2026-06-29T15:57:56Z,2026-06-29T14:59:29Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/livekit-livekit.html,https://github.com/livekit/livekit,25803
marimo-team/marimo,GitHub topic:data-visualization,"A reactive notebook for Python — run reproducible experiments, query with SQL, execute as a script, deploy as an app, and version with git. Stored as pure Python. All in a modern, AI-native editor.",Data / ETL,Python,21620,1150,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",646,Apache-2.0,artificial-intelligence; dag; data-science; data-visualization; dataflow; developer-tools; machine-learning; notebooks; pipeline; python; reactive; sql; web-app,2023-08-14T18:56:20Z,2026-06-29T16:11:16Z,2026-06-29T16:10:53Z,,https://github.com/topics/data-visualization,https://github.com/marimo-team/marimo,25070
qgis/QGIS,X curado:MappingGIS,"QGIS is a free, open source, cross platform (lin/win/mac) geographical information system (GIS)",Geospatial,C++,14004,3461,"Permite visualizar, gestionar o analizar datos geoespaciales.",5384,GPL-2.0,,2011-05-02T08:06:26Z,2026-06-29T16:14:07Z,2026-06-29T15:34:55Z,,https://github.com/qgis/QGIS,https://github.com/qgis/QGIS,24387
trinodb/trino,MAGI//ARCHIVE,"Official repository of Trino, the distributed SQL query engine for big data, formerly known as PrestoSQL (https://trino.io)",Data / ETL,Java,12977,3675,"Gestiona, indexa o consulta datos en bases de datos y motores de búsqueda.",2630,Apache-2.0,analytics; big-data; data-science; database; databases; datalake; delta-lake; distributed-database; distributed-systems; hadoop; hive; iceberg; java; jdbc; presto; prestodb; query-engine; sql; trino,2019-01-19T06:38:14Z,2026-06-29T15:21:40Z,2026-06-29T16:02:14Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/trinodb-trino.html,https://github.com/trinodb/trino,24002
Atlas-OS/Atlas,MAGI//ARCHIVE,"🚀 An open and lightweight modification to Windows, designed to optimize performance, privacy and usability.",Security,Batchfile,20962,739,Sirve para trabajar con herramienta de código abierto.,4,GPL-3.0,ame-wizard; atlas; atlasos; debloat; fps; gaming; latency; open-source; opensource; performance; privacy; security; tweaks; windows,2021-02-08T00:26:23Z,2026-06-29T13:30:34Z,2026-06-29T01:03:02Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/Atlas-OS-Atlas.html,https://github.com/Atlas-OS/Atlas,23179
xming521/WeClone,MAGI//ARCHIVE,"🚀 One-stop solution for creating your AI twin from chat history 💡 Fine-tune LLMs with your chat logs to capture your unique style, then bind to a chatbot to bring your digital self to life.  ",LLM / GenAI,Python,18050,1527,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",36,AGPL-3.0,chat-history; digital-avatar; llm; qwen; telegram,2024-01-31T05:11:12Z,2026-06-29T10:32:00Z,2026-06-27T06:10:47Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/xming521-WeClone.html,https://github.com/xming521/WeClone,22631
rshipp/awesome-malware-analysis,MAGI//ARCHIVE,Defund the Police.,Research,,13913,2671,"Apoya investigación, experimentación, evaluación o revisión de literatura.",25,NOASSERTION,analysis-framework; automated-analysis; awesome; awesome-list; chinese; chinese-translation; domain-analysis; drop-ice; dynamic-analysis; list; malware-analysis; malware-collection; malware-research; malware-samples; network-traffic; static-analysis; threat-intelligence; threat-sharing; threatintel,2015-05-09T03:39:28Z,2026-06-29T14:01:00Z,2024-06-07T05:09:47Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/rshipp-awesome-malware-analysis.html,https://github.com/rshipp/awesome-malware-analysis,21926
ai-shifu/ChatALL,MAGI//ARCHIVE," Concurrently chat with ChatGPT, Bing Chat, Bard, Alpaca, Vicuna, Claude, ChatGLM, MOSS, 讯飞星火, 文心一言 and more, discover the best answers",LLM / GenAI,JavaScript,16428,1730,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",269,Apache-2.0,bingchat; chatbot; chatgpt; desktop-app; electron; electron-app; generative-ai; gpt-4o; hacktoberfest; linux; macos; vuejs3; vuetify3; windows,2023-04-08T10:34:30Z,2026-06-29T14:30:05Z,2026-02-11T18:21:27Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/ai-shifu-ChatALL.html,https://github.com/ai-shifu/ChatALL,21618
Canner/WrenAI,MAGI//ARCHIVE,"GenBI (Generative BI) for AI agents, an open-source, governed text-to-SQL through an open context layer that turns natural-language questions into trusted dashboards, charts, and SQL across 20+ data sources, such as BigQuery, Snowflake, PostgreSQL, ClickHouse, Amazon Redshift, Databricks and more.",AI agents,Python,15675,1787,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",328,NOASSERTION,agent; anthropic; bigquery; charts; context-engineering; duckdb; genbi; llm; openai; postgresql; rag; sql; sqlai; text-to-chart; text-to-sql; text2sql; vertex,2024-03-13T06:18:20Z,2026-06-29T16:02:44Z,2026-06-29T09:57:26Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/Canner-WrenAI.html,https://github.com/Canner/WrenAI,21036
open-metadata/OpenMetadata,GitHub topic:mcp,"The Open Context Layer for Data and AI ,  OpenMetadata is the open platform for building trusted data context and business semantics for humans, AI assistants, and agents.",AI agents,TypeScript,14343,2189,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,971,Apache-2.0,context; context-layer; data-catalog; data-collaboration; data-contracts; data-discovery; data-governance; data-lineage; data-observability; data-profiling; data-quality; data-quality-checks; datadiscovery; dataengineering; dataquality; mcp; mcp-server; metadata; metadata-management; semantics,2021-08-01T21:17:17Z,2026-06-29T16:15:11Z,2026-06-29T16:13:04Z,,https://github.com/topics/mcp,https://github.com/open-metadata/OpenMetadata,20910
jpmorganchase/python-training,MAGI//ARCHIVE,Python training for business analysts and traders,Data / ETL,Jupyter Notebook,13612,2206,Sirve para trabajar con datos.,0,Apache-2.0,banking; binder; binder-ready; cib; data-science; finance; jpmorgan; jupyter; jupyterlab; python,2019-07-25T13:01:12Z,2026-06-29T15:24:47Z,2024-07-17T14:30:53Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/jpmorganchase-python-training.html,https://github.com/jpmorganchase/python-training,20230
getgrav/grav,GitHub topic:markdown,"Modern, Crazy Fast, Ridiculously Easy and Amazingly Powerful Flat-File CMS powered by PHP, Markdown, Twig, and Symfony",Academic writing,PHP,15550,1410,Sirve para trabajar con escritura académica.,460,MIT,cms; content; content-management; doctrine; flat-file; grav; markdown; php; php7; symfony; twig; website; website-builder; website-generation; yaml,2014-08-02T18:29:10Z,2026-06-29T15:49:16Z,2026-06-29T15:49:08Z,,https://github.com/topics/markdown,https://github.com/getgrav/grav,19780
memvid/memvid,MAGI//ARCHIVE,"Memory layer for AI Agents. Replace complex RAG pipelines with a serverless, single-file memory layer. Give your agents instant retrieval and long-term memory.",AI agents,Rust,15699,1355,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",21,Apache-2.0,ai; context; embedded; faiss; knowledge-base; knowledge-graph; llm; machine-learning; memory; memvid; mv2; nlp; offline-first; opencv; python; rag; retrieval-augmented-generation; semantic-search; vector-database; video-processing,2025-05-27T16:01:08Z,2026-06-29T15:39:06Z,2026-05-27T19:31:24Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/memvid-memvid.html,https://github.com/memvid/memvid,19764
triggerdotdev/trigger.dev,GitHub topic:ai-agents + GitHub topic:mcp,Trigger.dev – build and deploy fully‑managed AI agents and workflows,AI agents,TypeScript,15500,1326,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,379,Apache-2.0,ai; ai-agent-framework; ai-agents; automation; background-jobs; mcp; mcp-server; nextjs; orchestration; scheduler; serverless; workflow-automation; workflows,2022-11-30T14:59:07Z,2026-06-29T16:13:42Z,2026-06-29T16:13:19Z,,https://github.com/topics/ai-agents,https://github.com/triggerdotdev/trigger.dev,19478
langchain4j/langchain4j,GitHub topic:vector-database,"LangChain4j is an idiomatic, open-source Java library for building LLM-powered applications on the JVM. It offers a unified API over popular LLM providers and vector stores, and makes implementing tool calling (including MCP support), agents and RAG easy. It integrates seamlessly with enterprise Java frameworks like Quarkus and Spring Boot.",AI agents,Java,12461,2326,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",762,Apache-2.0,anthropic; chatgpt; chroma; embeddings; gemini; gpt; huggingface; java; langchain; llama; llm; llms; milvus; ollama; onnx; openai; openai-api; pgvector; pinecone; vector-database,2023-06-20T15:30:29Z,2026-06-29T15:59:05Z,2026-06-29T15:58:42Z,,https://github.com/topics/vector-database,https://github.com/langchain4j/langchain4j,19439
kurikomi-labs/komi-store,MAGI//ARCHIVE,"🩵 A free, open-source app store for developers' releases on GitHub, Codeberg & Forgejo — browse, discover, and install apps with one click. Formerly GitHub Store.",Dev tools,Kotlin,15881,593,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,69,Apache-2.0,android; desktop; github-app; github-store; kotlin; kotlin-android; kotlin-desktop; kotlin-multiplatform; linux; macos; macos-app; online-store; open-source; open-source-project; windows,2025-11-21T13:03:23Z,2026-06-29T15:36:16Z,2026-06-28T14:49:43Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/rainxchzed-Github-Store.html,https://github.com/kurikomi-labs/komi-store,17660
quickemu-project/quickemu,MAGI//ARCHIVE,"Quickly create and run optimised Windows, macOS and Linux virtual machines",Other,Shell,15242,676,"Repositorio para revisar: quickly create and run optimised windows, macos and linux virtual machines.",53,MIT,9p; efi; hackintosh; hacktoberfest; kvm; linux; macos; qemu; spice; tpm; virgl; virglrenderer; virtio; virtualization; windows,2020-03-15T23:11:47Z,2026-06-29T11:11:10Z,2026-06-28T14:17:35Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/quickemu-project-quickemu.html,https://github.com/quickemu-project/quickemu,17270
bytebase/bytebase,MAGI//ARCHIVE,"World's most advanced database DevSecOps solution for Developer, Security, DBA and Platform Engineering teams. The GitHub/GitLab for database DevSecOps.",Data / ETL,Go,14208,956,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,150,NOASSERTION,cicd; data-masking; data-security; database-access; dbeaver; devsecops; flyway; gitops; liquibase; mongodb; mysql; oracle; pam; postgresql; schema-migrations; security; snowflake; sql-client; sqlserver; tidb,2021-01-27T04:33:50Z,2026-06-29T15:09:01Z,2026-06-29T10:43:21Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/bytebase-bytebase.html,https://github.com/bytebase/bytebase,17076
automatisch/automatisch,MAGI//ARCHIVE,The open source Zapier alternative. Build workflow automation without spending time and money.,Dev tools,JavaScript,13878,1056,Sirve para trabajar con herramienta de código abierto.,284,NOASSERTION,automation; automatisch; low-code; no-code; open-source; self-hosted; workflow,2021-09-30T20:28:16Z,2026-06-29T05:51:51Z,2026-02-11T19:53:04Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/automatisch-automatisch.html,https://github.com/automatisch/automatisch,17046
microsoft/TRELLIS,X curado:DeepTechTR,"Official repo for paper ""Structured 3D Latents for Scalable and Versatile 3D Generation"" (CVPR'25 Spotlight).",Research,Python,13025,1258,"Genera, procesa o visualiza recursos 3D.",254,MIT,3d; 3d-aigc; 3d-generation; image-to-3d; text-to-3d,2024-12-02T05:44:19Z,2026-06-29T15:16:00Z,2026-06-26T07:27:56Z,,https://github.com/microsoft/TRELLIS,https://github.com/microsoft/TRELLIS,16799
enzostvs/deepsite,Hugging Face Spaces,DeepSite v4,Other,docker,16617,0,Repositorio para revisar: deepsite v4.,0,,docker; region:us,2025-03-26T19:26:05.000Z,2026-02-06T12:47:43.000Z,2026-02-06T12:47:43.000Z,2026-06-29,https://huggingface.co/spaces,https://huggingface.co/spaces/enzostvs/deepsite,16617
yairm210/Unciv,MAGI//ARCHIVE,Open-source Android/Desktop remake of Civ V,Other,Kotlin,10897,1861,Sirve para trabajar con herramienta de código abierto.,135,MPL-2.0,4x; 4x-strategy-game; android; civ; civilization; civilization-v; game; itch; libgdx; strategy-game,2017-11-21T21:58:12Z,2026-06-29T15:01:20Z,2026-06-29T10:23:37Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/yairm210-Unciv.html,https://github.com/yairm210/Unciv,16480
DustinBrett/daedalOS,MAGI//ARCHIVE,Desktop environment in the browser,Other,JavaScript,12927,1175,Repositorio para revisar: desktop environment in the browser.,43,MIT,desktop-environment; javascript; os; web-desktop,2020-08-09T06:23:28Z,2026-06-29T14:36:38Z,2026-05-31T06:26:10Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/DustinBrett-daedalOS.html,https://github.com/DustinBrett/daedalOS,16452
tinacms/tinacms,GitHub topic:markdown,A fully open-source headless CMS that supports Markdown and Visual Editing,Academic writing,TypeScript,13601,725,"Sirve para trabajar con herramienta de código abierto, escritura académica.",402,Apache-2.0,cms; content-management-system; forestry; markdown; nextjs; react; tina; tinacms; typescript,2019-07-23T18:37:47Z,2026-06-29T16:06:48Z,2026-06-29T15:51:05Z,,https://github.com/topics/markdown,https://github.com/tinacms/tinacms,15776
